,Spotify ID,artists_id,track_name,album_name,artists,date,duration_ms,song_popularity,added_by,added_at,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
147,5fwSHlTEWpluwOM0Sxnh5k,329e4yvIujISKGKz1BZZbO,Pepas,Pepas,Farruko,2021-06-24,287120,80,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"reggaeton,trap latino,urbano latino",0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4
148,4axxCbc4tWlpqHP5UbJMc3,"716NhGYqD1jl2wI1Qkgq36,5UN0rzL594mWY2RbOtZqIN","Ptazeta: Bzrp Music Sessions, Vol. 45","Ptazeta: Bzrp Music Sessions, Vol. 45","Bizarrap,Ptazeta",2021-10-06,161485,64,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino,rap canario",0.829,0.81,2,-4.801,1,0.144,0.0424,0.0,0.0748,0.707,114.044,4
149,29K1mlPfRzETLqB7Ot8m8S,6alFyA4PruPsPkMVpXgKdO,Noche de Alegría,Noche de Alegría,Victor Magan,2022-02-17,199354,24,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,electro latino,0.8,0.726,9,-8.399,0,0.0845,0.00806,0.093,0.249,0.65,123.996,4
150,20on25jryn53hWghthWWW3,"4pnp4w9g30yLfVIAFnZMRd,1c70yCa8sRgIiQxl3HOEFo",Do It To It,Do It To It,"ACRAZE,Cherish",2021-08-20,157890,79,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"pop dance,tech house,atl hip hop,girl group,hip pop,r&b,southern hip hop,urban contemporary",0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,4
151,0NSLB3GCpO9SU69XH8jjiF,"6k8mwkKJKKjBILo7ypBspl,0L1f9i3L3fkMNENljDOsjG",Un beso de improviso,Un beso de improviso,"Ana Mena,Rocco Hunt",2021-06-18,171194,54,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"spanish pop,italian adult pop,italian hip hop,italian pop,pop virale italiano,rap napoletano",0.758,0.932,0,-5.325,0,0.0365,0.177,0.0,0.07,0.813,128.021,4
152,0wLqXnCLseMice1Hwq6yLz,"1ackd5XprZEkH3McKbQD51,5LeiVcEnsZcwc133TUhJNW,0UTsdD7VIsEB9i7a6DDx5t",Si No Te Quisiera,The King Is Back,"Juan Magán,Belinda,Lapiz Conciente",2013-07-22,185480,60,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"electro latino,spanish pop,latin arena pop,latin pop,mexican pop,rap dominicano,trap latino,venezuelan hip hop",0.707,0.869,0,-2.727,0,0.0706,0.181,0.0,0.0669,0.774,128.0,4
153,45sGyAtAxD6efaN0bJAFgh,"6VD4UEUPvtsemqD3mmTqCR,1c22GXH30ijlOfXhfLz9Df",Bailar (feat. Elvis Crespo) - Radio Edit,Bailar (feat. Elvis Crespo) [Radio Edit],"Deorro,Elvis Crespo",2016-04-22,137661,60,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"dutch house,edm,electro house,melbourne bounce,melbourne bounce international,pop dance,progressive electro house,latin pop,salsa,tropical",0.799,0.738,9,-9.043,1,0.118,0.0485,0.34,0.0603,0.397,128.051,4
154,4w8niZpiMy6qz1mntFA5uM,"540vIaP2JwjQb9dm3aArA4,0C8ZW7ezQVs4URX5aX7Kqx,1i8SpTcr7yvPOmcqrbnVXY,4kYSro6naA4h99UJvo89HB","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake,Selena Gomez,Ozuna,Cardi B",2018-09-28,212500,73,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"edm,electronic trap,pop,pop dance,post-teen pop,puerto rican pop,reggaeton,trap latino,urbano latino,rap",0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4
155,6zt714oXx7CEE2XPTSiCeZ,1ackd5XprZEkH3McKbQD51,Mañana,Mañana,Juan Magán,2022-06-30,198500,30,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"electro latino,spanish pop",0.819,0.711,8,-9.828,0,0.178,0.216,5.25e-06,0.136,0.671,119.996,4
156,2mL37yB3f3Lfy4iiXV02Qf,"329e4yvIujISKGKz1BZZbO,00CMSJdbf36zOzKB3z8JrR,3JfbHWZ07sSBjbojTU2hAt",El Incomprendido,La 167,"Farruko,Victor Cardenas,Dj Adoni",2021-10-01,267546,57,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"reggaeton,trap latino,urbano latino,guaracha,dembow dominicano",0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,4
157,7COfe3P7KgfwDwIRB8LIDw,"1vyhD5VmyZ7KMfW5gqLgo5,4RSyJzf7ef6Iu2rnLdabNq",Mi Gente,Vibras,"J Balvin,Willy William",2018-05-25,185040,75,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"reggaeton,reggaeton colombiano,trap latino,urbano latino,pop dance",0.548,0.703,11,-4.838,0,0.0772,0.0168,2.38e-05,0.143,0.286,104.666,4
158,772io14jrMTxGJbijtDccQ,"1ackd5XprZEkH3McKbQD51,4ugGMtXC28CVR5hlYJy9wV",Baila Conmigo,Quiero Que Sepas,"Juan Magán,Luciana",2016-06-24,196360,0,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"electro latino,spanish pop,dance pop",0.875,0.709,6,-6.692,0,0.0923,0.0866,1.71e-05,0.0604,0.793,99.948,4
159,4Clmg1g8n2yBYG13Z1oSdG,"2TWBei99x2tV70bdYbWdAf,00CMSJdbf36zOzKB3z8JrR,0cCNT5RyWndpS7Zx7ISEDw",Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruiz),"Dayvi,Victor Cardenas,Kelly Ruíz",2018-12-28,189817,68,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"circuit,guaracha",0.745,0.972,7,-3.506,1,0.0774,0.00903,0.465,0.297,0.556,128.031,4
160,5e45GhSF18JYoLpaq2F48h,"77AiFEVeAVj2ORpC85QVJs,4VMYDCV2IEDYJArk749S6m,7MP4jhYmFEgb0AtiOkw55s,1c22GXH30ijlOfXhfLz9Df","Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo) (feat. Elvis Crespo)","Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo) (feat. Elvis Crespo)","Steve Aoki,Daddy Yankee,Play-N-Skillz,Elvis Crespo",2018-02-02,226161,60,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"edm,electro house,pop dance,latin hip hop,reggaeton,trap latino,urbano latino,chicano rap,latin pop,salsa,tropical",0.715,0.942,8,-2.889,1,0.107,0.00175,0.000461,0.0581,0.818,130.019,4
161,5NyS3oxTlos3Agl2YtZwrC,"1yxSLGMDHlW21z4YXirZDS,1vyhD5VmyZ7KMfW5gqLgo5",RITMO (Bad Boys For Life),TRANSLATION,"Black Eyed Peas,J Balvin",2020-11-02,214854,63,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"dance pop,pop,pop rap,reggaeton,reggaeton colombiano,trap latino,urbano latino",0.732,0.716,10,-6.968,0,0.0561,0.0295,0.000758,0.73,0.666,105.093,4
162,3I8Hwjeo1G8GQLJWAx1PIT,"7qG3b048QCHVRO5Pv1T5lw,0eHQ9o50hj6ZDNBt6Ys1sD,1ackd5XprZEkH3McKbQD51",Noche Y De Dia,SEX AND LOVE (Deluxe),"Enrique Iglesias,Yandel,Juan Magán",2014-01-01,222693,45,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"dance pop,latin pop,mexican pop,latin hip hop,reggaeton,trap latino,urbano latino,electro latino,spanish pop",0.762,0.871,0,-3.347,0,0.0413,0.00308,0.0,0.186,0.552,119.983,4
163,6urlj8N8TL3MK0ATNGIZYW,"738wLrAtLtCtFOLvQBXOXp,1vyhD5VmyZ7KMfW5gqLgo5,3Isy6kedDrgPYoTS1dazA9",Buscando Huellas (feat. J Balvin & Sean Paul),Know No Better,"Major Lazer,J Balvin,Sean Paul",2017-06-01,173909,47,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"dance pop,edm,electro house,moombahton,pop,pop dance,reggaeton,reggaeton colombiano,trap latino,urbano latino,dancehall,pop rap",0.696,0.849,7,-4.391,1,0.289,0.0457,0.0,0.372,0.502,108.127,4
164,6lHywDD5tsRKDwrpAANwzm,"3iuDJzaIhy7gDPgmUW2ujw,0ED4nwCVzVNO4epxO86cOR",Delicious,Delicious,"Fumaratto,Happy Face",2020-09-25,166875,0,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,guaracha,0.663,0.682,7,-5.689,0,0.0597,0.343,0.0162,0.384,0.375,127.83,4
165,4G4lvlyyVmtRDucE3ka177,1ackd5XprZEkH3McKbQD51,Se Vuelve Loca,The King Of Dance,Juan Magán,2012-05-14,188773,55,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"electro latino,spanish pop",0.715,0.634,6,-7.737,1,0.0341,0.0401,1.25e-06,0.0509,0.63,126.023,4
166,5XqCz18k96K8tx6DAYM97i,"4q3ewBCX7sLwd24euuV69X,33ScadVnbm2X8kkUqOkC6Z",PA' ROMPERLA,LAS QUE NO IBAN A SALIR,"Bad Bunny,Don Omar",2020-05-10,194200,65,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"reggaeton,trap latino,urbano latino,latin hip hop,puerto rican pop",0.772,0.83,7,-5.019,1,0.0599,0.016,0.0,0.0843,0.697,94.011,4
167,2jozk0z8f2VISmr83Leyqh,"738wLrAtLtCtFOLvQBXOXp,1vyhD5VmyZ7KMfW5gqLgo5,2oQX8QiMXOyuqbcZEFsZfm,5fMUXHkw8R8eOP2RNVYEZX",Que Calor,Music is the Weapon,"Major Lazer,J Balvin,El Alfa,Diplo",2020-10-23,169997,64,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"dance pop,edm,electro house,moombahton,pop,pop dance,reggaeton,reggaeton colombiano,trap latino,urbano latino,dembow,rap dominicano",0.793,0.885,8,-4.136,1,0.0732,0.0373,0.0075,0.248,0.492,126.037,4
168,6osaMSJh9NguagEDQcZaKx,"540vIaP2JwjQb9dm3aArA4,1vyhD5VmyZ7KMfW5gqLgo5,5LHRHt1k9lMyONurDHEdrp",Loco Contigo (feat. J. Balvin & Tyga),Carte Blanche,"DJ Snake,J Balvin,Tyga",2019-07-25,185194,74,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"edm,electronic trap,pop,pop dance,reggaeton,reggaeton colombiano,trap latino,urbano latino,hip hop,pop rap,rap,southern hip hop,trap",0.827,0.757,6,-2.985,0,0.0564,0.283,1.56e-06,0.102,0.374,95.983,4
169,2rcYa3ShNGRG5MjgsHOQKt,"1ackd5XprZEkH3McKbQD51,329e4yvIujISKGKz1BZZbO",Como El Viento,The King Is Back,"Juan Magán,Farruko",2013-07-22,201360,42,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"electro latino,spanish pop,reggaeton,trap latino,urbano latino",0.615,0.688,8,-5.744,1,0.137,0.0952,0.0,0.272,0.73,130.05,4
170,4uTVQlPkL2rlVDbNheskYx,5VUUCzj7ZOGku7STS2vUQc,Mara Del Carmen,Cornettazos (Vol.2),Cornetto,2021-06-11,164640,34,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,guaracha,0.917,0.814,5,-4.532,0,0.084,0.0537,0.0059,0.0784,0.956,124.077,4
171,5PL6G2i1TXXIvJ6vRL3FVx,"33ScadVnbm2X8kkUqOkC6Z,5bv5RplEOwdCvhq0EILh9E",Danza Kuduro,Reggaeton Sónico Vol. 2,"Don Omar,Lucenzo",2021-11-02,198786,0,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"latin hip hop,puerto rican pop,reggaeton,trap latino,urbano latino",0.7,0.917,0,-4.897,1,0.115,0.0773,0.0,0.065,0.888,130.04,4
172,40ex1d05PtcMc5gCiH1Rop,"77AiFEVeAVj2ORpC85QVJs,4RSyJzf7ef6Iu2rnLdabNq,2oQX8QiMXOyuqbcZEFsZfm,3Isy6kedDrgPYoTS1dazA9,23TFHmajVfBtlRx5MXqgoz,7MP4jhYmFEgb0AtiOkw55s","Mambo (feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz)","Mambo (feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz)","Steve Aoki,Willy William,El Alfa,Sean Paul,Sfera Ebbasta,Play-N-Skillz",2021-02-01,245098,32,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"edm,electro house,pop dance,dembow,rap dominicano,trap latino,urbano latino,dance pop,dancehall,pop,pop rap,italian hip hop,italian pop,trap italiana,chicano rap",0.717,0.931,6,-4.719,0,0.0871,0.017,0.0,0.207,0.757,128.007,4
173,71a52onCtftnJIjtagYeXZ,1ackd5XprZEkH3McKbQD51,Mariah,Mariah,Juan Magán,2009-01-01,217506,35,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"electro latino,spanish pop",0.713,0.955,7,-3.81,1,0.046,0.000668,7.29e-06,0.34,0.689,127.984,4
174,7HctR6dqgzdU9v3LYfDElj,"0TnOYISbd1XYRBk9myaseg,329e4yvIujISKGKz1BZZbO,0b2GL7Y02vu50qieoQmw1w,2oQX8QiMXOyuqbcZEFsZfm,3E12tRURRvPfHz0hAMCFYc",Ten Cuidado,Ten Cuidado,"Pitbull,Farruko,IAmChino,El Alfa,Omar Courtz",2021-03-12,213694,58,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"dance pop,miami hip hop,pop,reggaeton,trap latino,urbano latino,cubaton,dembow,rap dominicano,trap boricua",0.68,0.882,2,-3.712,1,0.242,0.0598,0.0,0.154,0.668,105.071,4
175,5vQwugZBbpQxqe5H0GN3AY,"1tMWkquIkQtVD6vaZlDbSQ,1ackd5XprZEkH3McKbQD51",Anda Suelta,Anda Suelta,"Chema Rivas,Juan Magán",2021-03-12,189653,47,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"electro latino,spanish pop",0.744,0.945,5,-3.004,1,0.117,0.0791,4.58e-06,0.317,0.672,119.988,4
176,5ZESanTyKmIOXBu7se7z6U,"15jrieCvf3EklAScnD9kKl,09M87xFMTKdsWJxpEWaiat,6lWfCJxyX6jAQVQbhLLOPY",Tocame,Tocame,"Sak Noel,Salvi,Franklin Dam",2020-02-21,157500,58,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,,0.865,0.607,2,-8.039,0,0.0535,0.217,0.879,0.0571,0.0869,127.998,4
177,1zLBsSVxETQOfINOLYvT5m,"1yxSLGMDHlW21z4YXirZDS,0EmeFodog0BfCgMzAIvKQp",GIRL LIKE ME,TRANSLATION,"Black Eyed Peas,Shakira",2020-11-02,222522,69,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"dance pop,pop,pop rap,colombian pop,latin pop",0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,4
178,5w9c2J52mkdntKOmRLeM2m,"4VMYDCV2IEDYJArk749S6m,3uZFBSsMiooimnprFL9jD1",Con Calma,Con Calma,"Daddy Yankee,Snow",2019-01-24,193226,79,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"latin hip hop,reggaeton,trap latino,urbano latino,canadian old school hip hop,reggae fusion",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,4
179,5K76snkgJAafrEjyjQFdHx,1ackd5XprZEkH3McKbQD51,#Idiota,#Idiota,Juan Magán,2018-06-01,183923,35,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"electro latino,spanish pop",0.704,0.69,5,-4.444,1,0.0283,0.0384,0.00016,0.133,0.522,101.988,4
180,04YutdH0j1INpsva3gOipt,"1yxSLGMDHlW21z4YXirZDS,1i8SpTcr7yvPOmcqrbnVXY,1OB278sOZVSFx5vXqYha83",MAMACITA,TRANSLATION,"Black Eyed Peas,Ozuna,J. Rey Soul",2020-11-02,251428,58,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"dance pop,pop,pop rap,puerto rican pop,reggaeton,trap latino,urbano latino",0.878,0.626,2,-6.945,1,0.0476,0.19,0.000731,0.0939,0.427,105.046,4
181,1vNYb4aLINWNy0plIsLQeX,"6k8mwkKJKKjBILo7ypBspl,0L1f9i3L3fkMNENljDOsjG",A Un Paso De La Luna,bellodrama,"Ana Mena,Rocco Hunt",2023-03-24,169677,58,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"spanish pop,italian adult pop,italian hip hop,italian pop,pop virale italiano,rap napoletano",0.739,0.716,10,-6.662,1,0.0543,0.471,0.0,0.149,0.942,122.024,4
182,0fjRYHFz9ealui1lfnN8it,"0TnOYISbd1XYRBk9myaseg,5F2Bwl7Is7KVwTbNbMclIS",Echa Pa'lla (Manos Pa'rriba) (feat. Papayo),Global Warming,"Pitbull,Papayo",2012-11-16,196440,58,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"dance pop,miami hip hop,pop",0.464,0.842,10,-3.64,1,0.269,0.0597,0.0,0.037,0.957,89.759,3
183,3EFzexdYFIzbM2dusddMVk,"1ackd5XprZEkH3McKbQD51,6VD4UEUPvtsemqD3mmTqCR,3PtCud9dIdOv4exrzdZZ1C,5Berubt6ysOy2LCMyqhmXP",Muñequita Linda,Muñequita Linda,"Juan Magán,Deorro,MAKJ,YFN Lucci",2018-12-14,210524,50,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"electro latino,spanish pop,dutch house,edm,electro house,melbourne bounce,melbourne bounce international,pop dance,progressive electro house,sky room,arkansas hip hop,atl hip hop,melodic rap,memphis hip hop,southern hip hop,trap",0.761,0.851,7,-4.372,1,0.0465,0.00402,0.000993,0.0946,0.415,130.054,4
184,79HZAZNnOE97rb2hnI0XQr,"1mcTU81TzQhprhouKaTkpq,1Ts9of7VPZElwPQnqnDSfW,1GKIlPFdcewHtpDVCQ8zmJ",LOKERA,LOKERA,"Rauw Alejandro,Lyanno,Brray",2022-07-25,197101,70,spotify:user:cristinatuduri55,2024-05-09T17:17:57Z,"puerto rican pop,reggaeton,trap latino,urbano latino,reggaeton flow,trap boricua",0.836,0.826,11,-2.66,0,0.0461,0.213,6.03e-06,0.0814,0.579,102.025,4
185,3AZXqe3LGCFD4r6YFJgaK3,4VMYDCV2IEDYJArk749S6m,Ella Me Levanto,El Cartel: The Big Boss,Daddy Yankee,2007-06-05,209493,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin hip hop,reggaeton,trap latino,urbano latino",0.76,0.899,5,-4.744,1,0.0677,0.0743,0.0,0.212,0.767,100.046,4
186,3Kemg5QPEhEjOiWUFrTkXX,"4VMYDCV2IEDYJArk749S6m,1SupJlEpv7RS2tPNRaHViT",Donde Estan Las Gatas (feat. Nicky Jam),Alex Gargolas Greatest Hits,"Daddy Yankee,Nicky Jam",2013-07-09,170005,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin hip hop,reggaeton,trap latino,urbano latino",0.836,0.961,7,-2.679,0,0.0635,0.194,0.0,0.074,0.76,109.957,4
187,2cRtuTadVm0JzoW4NNTIqI,2jSGzJw0ebJLu7OLVSOcBP,Candy,Love and Sex,Plan B,2014-09-09,207500,71,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,trap latino,urbano latino",0.897,0.867,11,-3.733,0,0.109,0.245,0.0,0.529,0.594,96.003,4
188,419w8oZaqevgyZfdvFZEHa,"3ptY5WTxu77JpAQQnHyxEl,7hIqJfRYGBWWT1Qxu6Cpd2",Te Pintaron Pajaritos,Te Pintaron Pajaritos,"Yandar & Yostin,Andy Rivera",2016-12-30,172374,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"reggaeton,reggaeton colombiano,trap latino,urbano latino",0.889,0.77,9,-5.674,1,0.167,0.0855,0.0,0.0967,0.935,96.025,4
189,7fZJWsOEdr8aP8okxyTBGd,"52wHLjXBRtdLP9VXX4Uosn,6bwz9tsKnEgaWbwGobFWQR",La conocí bailando (feat. K-Narias) - Radio Edit,La conocí bailando (feat. K-Narias),"Dr. Bellido,K-Narias",2014-06-17,181115,5,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"electro latino,spanish pop rock",0.711,0.841,0,-3.803,0,0.0322,0.265,0.0,0.268,0.658,104.033,4
190,5RZTA3NhiHR2408da3HMNz,"2Q1HJnngR9v11eyzvEgSPb,6UB8RXeMiUmvTXzNB46VVb",Pasado pisado,Ya tu sabes quienes son,"Comando Tiburon,Mach and Daddy",2017-04-19,197773,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,panamanian pop,0.571,0.823,8,-5.874,1,0.193,0.118,6.55e-05,0.0416,0.913,128.975,4
191,2pbLzrByOZPibnYwSXLplI,"2ny2IhV61AbrsaWpjvGM7m,4mnY9Vvz3GXQIyHljvWnY1,4hRoKcngdOyw6Z7mR9DHJ1",Noche de Estrellas,Noche de Estrellas,"José de Rico,Henry Mendez,Jay Santos",2012-06-11,201000,53,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"electro latino,reggaeton,spanish pop",0.732,0.912,11,-4.144,1,0.0602,0.189,0.0,0.375,0.893,128.006,4
192,0bdL8X3MrX51dRz231BFtv,"0eHQ9o50hj6ZDNBt6Ys1sD,4VMYDCV2IEDYJArk749S6m",Moviendo Caderas (feat. Daddy Yankee),De Líder a Leyenda,"Yandel,Daddy Yankee",2013-11-05,199026,61,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin hip hop,reggaeton,trap latino,urbano latino",0.687,0.907,0,-5.917,1,0.0341,0.00105,0.000149,0.26,0.661,127.971,4
193,7qCAVkHWZkF44OzOUKf8Cr,"1SupJlEpv7RS2tPNRaHViT,7qG3b048QCHVRO5Pv1T5lw",El Perdón (with Enrique Iglesias),Fénix,"Nicky Jam,Enrique Iglesias",2017-01-20,205906,75,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin hip hop,reggaeton,trap latino,urbano latino,dance pop,latin pop,mexican pop",0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,4
194,5ESzrxZiHOzvTpJBncysPQ,0lsEtpjLWn4S7KBra82VG3,Me Embrujaste,Parrandero,Aldo Ranks,2013,235840,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,panamanian pop,0.891,0.794,4,-5.377,0,0.0509,0.0213,0.0,0.196,0.805,97.002,4
195,3RtdZrJnbiclZuRx4jtBCV,"2HZ8dcMBIzS9N44JCSSZzM,5UopXhshFFqRIMfeZrBclq,2aiM1OfMODFLUXaQgEVPK1",Sin Pensar En Ti - Produced by Cuban Deejay$,Sin Pensar En Ti,"Cuban Deejay$,Ceky Viciny,Roberto Ferrante",2019-11-29,166666,34,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"dembow,rap dominicano,cubaton",0.651,0.923,11,-3.012,0,0.0417,0.0168,0.000135,0.11,0.608,86.69,3
196,6gN74nBdZSRZj1EtuNYgUb,7gR53ad9JjCweCv4f9MWEX,"Rueda, Rueda","Rueda, Rueda",Eddy Lover,2014-04-08,208929,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"panamanian pop,reggaeton",0.738,0.852,0,-4.733,0,0.036,0.101,0.0,0.0725,0.865,130.021,4
197,2Ljc0tHRCWxDjEyNoobT1D,1xFn1xod58AGaSZjrxdiXA,Pa' La Camara,"Reggaeton Cubano 2016 Summer (Best Reggaeton, Urbano, Dembow, Latin Hits, Verano 2016)",El Chacal,2016-07-21,203186,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"cubaton,reparto",0.81,0.89,1,-4.722,1,0.0368,0.186,0.00071,0.0702,0.894,102.016,4
198,1D5K4XGfR7URwIgtx1c1rO,"4Ejyn899EXnQc0PhfKC7wY,0A4y098FlxOT3han3D0o9j",La Disco Resplandece,La Disco Resplandece,"La Mafia del Amor x El Combo Perfecto,El Combo Perfecto",2015-04-06,229560,56,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"urbano espanol,electro bailando",0.779,0.607,4,-8.329,0,0.0661,0.0256,0.0,0.0925,0.578,92.003,4
199,5BkjcNFsRsYzJVclkRRPkQ,"30HlKUFTsqlFQsPfyv2yuM,4qML3fudSey7ECpjdFtgwp",Punto Final (feat. Saga & Sonyc),Punto Final (feat. Saga & Sonyc),"Danny Romero,Saga & Sonyc",2015-12-04,213066,34,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"electro bailando,electro latino",0.777,0.786,1,-3.585,1,0.0345,0.189,0.0,0.0648,0.677,97.007,4
200,1ChD2M3DSt6dHnGkYsGavl,2YxK9SbJeVfkfk6QWHqj8K,Mírame a la Cara,Mírame a la Cara,Khaled,2019-06-05,185285,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"spanish hip hop,urbano espanol",0.816,0.885,2,-4.232,0,0.0877,0.299,0.0,0.0656,0.744,99.976,4
201,2TrzgfBaSP387EEFDgG4FW,1ackd5XprZEkH3McKbQD51,Verano Azul,Verano Azul,Juan Magán,2009-01-01,190560,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"electro latino,spanish pop",0.887,0.87,2,-5.267,1,0.119,0.0145,0.0,0.015,0.838,126.047,4
202,7M6CFruBrM5x7u0lTMtm6r,5C4PDR4LnhZTbVnKWXuDKD,Cómo Te Atreves,Sobre El Amor Y Sus Efectos Secundarios,Morat,2016-06-17,240560,75,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"colombian pop,latin viral pop",0.617,0.888,4,-4.567,1,0.0402,0.0705,0.0,0.162,0.771,130.97,4
203,6G5GbFe5jWUWqZ3WmXiew5,48OR7mEuKftuWNjx2qWzFC,Follow the Leader Sigue al lider,Dance Total,Sol Habana,2010-08-16,245133,42,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,,0.789,0.894,1,-7.066,1,0.0491,0.000256,7.04e-05,0.983,0.749,142.934,4
204,0Gw9QC3RqHmTdGqHIWLHb6,"4hFZibFsoIxictRvkZDjIc,65GDNtLQdPv30IljvoE2KW",La Isla del Amor (feat. Maki),Uno,"Demarco Flamenco,Maki",2017-03-03,219413,61,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"flamenco urbano,pop flamenco,rock andaluz,spanish pop",0.593,0.785,0,-5.896,1,0.131,0.455,0.0,0.0682,0.765,94.869,4
205,0mpRgkn4qm27hV7aWSgeAh,"12tCrprIX44OBNwZzMf33C,7s9O8HA0QDFapkrFAYJ3kf",Tu Carita Gitana,Tu Carita Gitana,"León Bravo,Yango",2019-07-10,186678,0,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"flamenco urbano,pop flamenco",0.857,0.753,5,-5.881,1,0.0935,0.196,0.0,0.0489,0.606,108.05,4
206,3HTgmcqR7nYtD7EmJ4hOLi,0DR4z5jMA1eqx0CmHBUpkr,Sweet Caroline - Party Remix,Sweet Caroline (Party Remix),DJ Ötzi,2010-01-01,206613,53,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"classic schlager,oktoberfest,schlager",0.625,0.977,2,-2.183,1,0.0762,0.174,0.0,0.333,0.422,143.972,4
207,3l8Ennt1PqShViwh0tkWuc,5RK6c1tyaKpwcDpbgCGNgj,La Madre de Jose,Estados de Animo,El Canto Del Loco,2003,191346,62,spotify:user:cristinatuduri55,2024-05-09T17:48:18Z,"latin arena pop,spanish pop,spanish pop rock",0.629,0.937,1,-2.84,1,0.115,0.293,0.0,0.0744,0.946,101.022,4
